ticker,company_title,cik,form,filing_date,event_date,accession,neg_per_1000,unc_per_1000,company_neg_per_1000,company_unc_per_1000,external_neg_per_1000,external_unc_per_1000,company_sent_ratio_mean,finbert_neg_mean,finbert_neu_mean,finbert_pos_mean,r1d,r3d,r5d,r10d,r20d,ar1d,ar3d,ar5d,ar10d,ar20d,vol5d,vol20d
AAPL,Apple Inc.,320193,10-Q,2020-07-31,2020-08-03,32019320000062,12.12121212121212,54.54545454545455,6.944444444444445,48.61111111111112,62.5,62.5,0.5,0.0186914168298244,0.1687314510345459,0.8125771880149841,0.0248855213553223,0.0351593734748611,0.0464557778743108,0.0800398522094874,0.1626850062089973,0.0179572456516669,0.0181846157182404,0.0221008155835753,0.0489231407550826,0.0915874519195312,0.0220798888761223,0.0194372472582288
AAPL,Apple Inc.,320193,10-K,2020-10-30,2020-11-02,32019320000096,45.64940331363689,32.441200324412,44.76053764844056,33.276784549132195,54.08271474019088,25.45068928950159,0.8125,0.0201657675206661,0.3399452269077301,0.6398890018463135,-0.0008272615761768,0.0544345905499635,0.0881760435170624,0.0929670976394455,0.0912045795757442,-0.0119733563740718,0.0036837057126312,0.0183382879211079,0.0007071804083862,-0.0120528464441287,0.0193496174663837,0.0176571606912857
AAPL,Apple Inc.,320193,10-Q,2021-01-28,2021-01-29,32019321000010,8.547008547008547,68.37606837606837,9.00900900900901,63.06306306306306,0.0,0.0,0.75,0.0241403095424175,0.1729985922574997,0.8028610944747925,-0.0381388447713084,-0.0154367308519435,0.0021861344123955,-0.0129073910133722,-0.1212075430967817,-0.0179162073653588,-0.0257635602400361,-0.0202286012211856,-0.046957876708646,-0.1284105274664325,0.0248482385660511,0.0156719309751465
AAPL,Apple Inc.,320193,10-Q,2021-04-29,2021-04-30,32019321000056,8.771929824561404,70.17543859649123,9.00900900900901,63.06306306306306,0.0,0.0,1.0,0.0269382856786251,0.1777230650186538,0.7953385710716248,-0.0152487995579028,-0.0430939081196409,-0.0284192228743913,-0.0641807103617754,-0.0617032792218204,-0.008656597908222,-0.0324677081603418,-0.0260596895300242,-0.0406229521174392,-0.0598687225101956,0.0200093527983014,0.0160288467066778
AAPL,Apple Inc.,320193,10-Q,2021-07-28,2021-07-29,32019321000065,8.771929824561404,70.17543859649123,9.00900900900901,63.06306306306306,0.0,0.0,1.0,0.0269382856786251,0.1777230650186538,0.7953385710716248,0.0045421326816956,0.0037179989645572,0.0134965627835561,0.0075486482380304,0.024543130482513,0.0004034565354616,0.0065479890594117,0.0131550826703505,-0.003668101507823,0.0018328392140552,0.006276151265709,0.0097240050302859
AAPL,Apple Inc.,320193,10-K,2021-10-29,2021-11-01,32019321000105,46.8667719852554,26.856240126382307,46.63825757575758,26.751893939393938,50.29585798816568,24.65483234714004,0.808695652173913,0.0192248672246933,0.1587449312210083,0.822030246257782,-0.0056230737087569,0.0112185353683824,0.0112896284816144,0.0027260013187045,0.0688301883625896,-0.0073418633512771,-0.0006217467306913,-0.0087156554518479,-0.0145866253577875,0.0572481774015655,0.0066437006925502,0.0135639324545589
AAPL,Apple Inc.,320193,10-Q,2022-01-28,2022-01-31,32019322000007,9.70873786407767,48.54368932038835,10.309278350515465,41.23711340206186,0.0,0.0,0.6666666666666666,0.0205429773777723,0.1315769404172897,0.8478800654411316,0.0257904924087817,0.0318370505790421,0.0132951964653816,-0.0086979989108989,-0.0297918687844474,0.0079395655772151,-0.0024152704111829,-0.0018625473022751,-0.0053207902022213,-0.0176814081383849,0.0155494738518442,0.0160543364825398
AAPL,Apple Inc.,320193,10-Q,2022-04-29,2022-05-02,32019322000059,9.70873786407767,48.54368932038835,10.309278350515465,41.23711340206186,0.0,0.0,0.6666666666666666,0.0204702075570821,0.1320124268531799,0.8475173711776733,0.0019644110468153,0.051730801652996,-0.0008816583006105,-0.0677286644446462,-0.0506770697737747,-0.0040369725972151,0.0111572994025381,0.0007216817123934,-0.0424607104731891,-0.0585584841507029,0.0354238790834,0.0321511391751774
AAPL,Apple Inc.,320193,10-Q,2022-07-29,2022-08-01,32019322000070,10.0,50.0,10.309278350515465,41.23711340206186,0.0,0.0,1.0,0.0213944502174854,0.1173788532614708,0.8612266778945923,-0.0061725678486806,0.0220312069722793,0.0187132208483741,0.0587243378210936,0.0081952963627453,-0.0032071559050077,0.0160778472887486,0.0151272040760507,0.0227049680982252,0.0245420643740409,0.0191676044964156,0.0166747388570162
AAPL,Apple Inc.,320193,10-K,2022-10-28,2022-10-31,32019322000108,47.28250049771053,27.27453712920565,47.007592675301474,27.02099151406878,51.18483412322275,26.54028436018957,0.8093922651933702,0.0204635746777057,0.1375031322240829,0.842033326625824,-0.0155304561875269,-0.0712475228863468,-0.1165270655140633,-0.0378973372409678,-0.0751906368469658,-0.0082808987878945,-0.034196027865827,-0.0834158157467228,-0.0619992266055786,-0.0927467633561738,0.0170693541829389,0.0278221641660494
