ticker,company_title,cik,form,filing_date,accession,neg_cnt,unc_cnt,n_tokens,neg_per_1000,unc_per_1000,n_paras,company_tokens,company_neg_cnt,company_unc_cnt,company_neg_per_1000,company_unc_per_1000,external_tokens,external_neg_cnt,external_unc_cnt,external_neg_per_1000,external_unc_per_1000,company_sent_ratio_mean,finbert_neg_mean,finbert_neu_mean,finbert_pos_mean
TSLA,"Tesla, Inc.",0001318605,10-Q,2025-07-24,000162828025035806,16,22,531,30.131826741996232,41.431261770244824,1,392,9,14,22.959183673469386,35.714285714285715,132,7,5,53.03030303030303,37.878787878787875,0.7222222222222222,0.021900435909628868,0.7243751883506775,0.25372445583343506
TSLA,"Tesla, Inc.",0001318605,10-Q,2025-04-23,000162828025018911,23,26,714,32.212885154061624,36.41456582633053,1,668,20,24,29.940119760479043,35.92814371257485,41,3,0,73.17073170731707,0.0,0.8076923076923077,0.0356389544904232,0.10052245855331421,0.8638386130332947
TSLA,"Tesla, Inc.",0001318605,10-K,2025-01-30,000162828025003063,488,404,11983,40.72435950930485,33.71442877409664,1,11000,461,373,41.90909090909091,33.90909090909091,971,27,30,27.80638516992791,30.89598352214212,0.8539603960396039,0.05297546833753586,0.12822206318378448,0.818802535533905
TSLA,"Tesla, Inc.",0001318605,10-Q,2024-10-24,000162828024043486,1,5,46,21.73913043478261,108.69565217391305,1,41,1,3,24.390243902439025,73.17073170731707,0,0,0,0.0,0.0,1.0,0.022823993116617203,0.32381126284599304,0.6533646583557129
TSLA,"Tesla, Inc.",0001318605,10-Q,2024-07-24,000162828024032662,1,5,46,21.73913043478261,108.69565217391305,1,41,1,3,24.390243902439025,73.17073170731707,0,0,0,0.0,0.0,1.0,0.022823993116617203,0.32381126284599304,0.6533646583557129
TSLA,"Tesla, Inc.",0001318605,10-Q,2024-04-24,000162828024017503,1,5,46,21.73913043478261,108.69565217391305,1,41,1,3,24.390243902439025,73.17073170731707,0,0,0,0.0,0.0,1.0,0.022823993116617203,0.32381126284599304,0.6533646583557129
TSLA,"Tesla, Inc.",0001318605,10-K,2024-01-29,000162828024002390,488,399,11911,40.97053144152464,33.498446813869535,1,10887,461,368,42.34408009552678,33.801781941765405,1011,27,30,26.706231454005934,29.673590504451038,0.8507462686567164,0.05325079336762428,0.12477036565542221,0.8219788074493408
TSLA,"Tesla, Inc.",0001318605,10-Q,2023-10-23,000162828023034847,1,5,46,21.73913043478261,108.69565217391305,1,41,1,3,24.390243902439025,73.17073170731707,0,0,0,0.0,0.0,1.0,0.02270585112273693,0.32445183396339417,0.6528424024581909
TSLA,"Tesla, Inc.",0001318605,10-Q,2023-07-24,000095017023033872,1,4,43,23.25581395348837,93.02325581395348,1,41,1,3,24.390243902439025,73.17073170731707,0,0,0,0.0,0.0,1.0,0.022475210949778557,0.4069421589374542,0.5705826282501221
TSLA,"Tesla, Inc.",0001318605,10-Q,2023-04-24,000095017023013890,1,4,43,23.25581395348837,93.02325581395348,1,41,1,3,24.390243902439025,73.17073170731707,0,0,0,0.0,0.0,1.0,0.022475210949778557,0.4069421589374542,0.5705826282501221
