target,term,Coef.,Std.Err.,t,P>|t|,CI_low,CI_high
ar3d,const,0.06947799995819565,0.010486656337581569,6.625372065374524,3.4637461243023774e-11,0.04892453121828706,0.09003146869810423
ar3d,z_neg_per_1000,0.08298878368354481,0.004933984848325306,16.819829455234927,1.7466078040309045e-63,0.0733183510805609,0.09265921628652873
ar3d,z_unc_per_1000,0.014494782632766906,0.014035250595370724,1.0327412777045641,0.3017249909547681,-0.013013803048154065,0.04200336831368788
ar3d,z_company_neg_per_1000,0.08066978189260327,0.00532463673475777,15.150288350379478,7.543491404350199e-52,0.07023368566171909,0.09110587812348744
ar3d,z_company_unc_per_1000,-0.03640812986196403,0.012967239161151198,-2.8077009615924915,0.004989653660908609,-0.061823451596737765,-0.0109928081271903
ar3d,z_external_neg_per_1000,-0.08389172913084396,0.011165888603951206,-7.513215661237897,5.769236927449064e-14,-0.10577646864997454,-0.06200698961171337
ar3d,z_external_unc_per_1000,0.09431796091363752,0.009670131643324129,9.753534325331637,1.7815543081205404e-22,0.0753648511669611,0.11327107066031394
ar3d,z_company_sent_ratio_mean,0.11314017010642596,0.014902936513416166,7.5918038035371795,3.154824620042731e-14,0.08393095127624335,0.14234938893660856
ar3d,z_finbert_neg_mean,0.0032389538604041335,0.008870522606151747,0.3651367573493251,0.7150093239442136,-0.014146950971701669,0.020624858692509934
ar3d,z_finbert_neu_mean,-0.015839160744939206,0.0024371788332140875,-6.498973538208083,8.086988348705579e-11,-0.020615943481922167,-0.011062378007956243
ar3d,z_finbert_pos_mean,0.01834280518647503,0.007077360716783494,2.591757848794718,0.009548695578037059,0.0044714330759808,0.03221417729696926
ar3d,is_10k,-0.36322317046551117,0.023304789205612464,-15.585773690587022,9.095541304931366e-55,-0.40889971797580943,-0.3175466229552129
ar3d,yr_2023,-0.0017240399126480987,0.02566544745296395,-0.06717357707508036,0.9464435200399886,-0.052027392567562704,0.048579312742266505
ar5d,const,0.10373430414546919,0.006551011249531847,15.834853611781284,1.788749576727875e-56,0.09089455803407004,0.11657405025686834
ar5d,z_neg_per_1000,0.12195888010759126,0.0024383521642599285,50.016926141842745,0.0,0.11717979768401651,0.126737962531166
ar5d,z_unc_per_1000,0.02001735182284158,0.010440013612563654,1.9173683642282253,0.055191150362426646,-0.000444698855891084,0.04047940250157424
ar5d,z_company_neg_per_1000,0.11517761698420124,0.0025721844824043018,44.778132273211256,0.0,0.11013622803709601,0.12021900593130648
ar5d,z_company_unc_per_1000,-0.04847346569378799,0.006381736125632869,-7.5956549659096,3.062395045342602e-14,-0.0609814386588666,-0.035965492728709386
ar5d,z_external_neg_per_1000,-0.11361668096390266,0.0049381942168717,-23.007738451380263,3.8998548799309734e-117,-0.12329536377763517,-0.10393799815017016
ar5d,z_external_unc_per_1000,0.1257625868251095,0.007948071515828685,15.8230316089446,2.1584440903706664e-56,0.1101846529075366,0.14134052074268239
ar5d,z_company_sent_ratio_mean,0.17440109692147088,0.006429440221447121,27.125393644645655,4.941548274718516e-162,0.1617996256466813,0.18700256819626046
ar5d,z_finbert_neg_mean,0.012862564815497461,0.006424032177645022,2.0022572209799754,0.04525707436395143,0.0002716931117868037,0.025453436519208117
ar5d,z_finbert_neu_mean,-0.02120344911438166,0.0017527335040075243,-12.097360531935513,1.0906167532302169e-33,-0.024638743656733096,-0.017768154572030223
ar5d,z_finbert_pos_mean,0.01644677665964451,0.004268453892417721,3.8530992893843328,0.00011663206697872392,0.00808076076083597,0.024812792558453048
ar5d,is_10k,-0.5252466934610948,0.014362955574178549,-36.56954104943229,8.723430480352057e-293,-0.5533975690980335,-0.497095817824156
ar5d,yr_2023,-0.02294157871944448,0.0200771199309308,-1.1426727936261762,0.2531744697102235,-0.062292010697360144,0.016408853258471183
ar10d,const,0.12112576414532858,0.021674880701269716,5.588301306693375,2.2930153803143396e-08,0.07864377860163767,0.16360774968901948
ar10d,z_neg_per_1000,0.144287100229111,0.011345786007629637,12.717241461462704,4.743108866966856e-37,0.12204976827785843,0.16652443218036359
ar10d,z_unc_per_1000,0.02853189419309351,0.023639169885998595,1.2069753011924864,0.2274416559709347,-0.017800027407887553,0.07486381579407457
ar10d,z_company_neg_per_1000,0.13816264971679523,0.012271847548148349,11.258504408135519,2.1029736417114703e-29,0.1141102704986583,0.16221502893493217
ar10d,z_company_unc_per_1000,-0.04736655958668928,0.030584966630048626,-1.5486876333601538,0.12145682812187547,-0.10731199264994398,0.01257887347656541
ar10d,z_external_neg_per_1000,-0.13368108634313325,0.027143130900780646,-4.925042981658705,8.434181315063167e-07,-0.18688064533631954,-0.08048152734994696
ar10d,z_external_unc_per_1000,0.1484376180377275,0.012656713503138394,11.727974880755617,9.162458398218008e-32,0.12363091540893448,0.17324432066652054
ar10d,z_company_sent_ratio_mean,0.19267179229998624,0.03656963989809849,5.2686270041725125,1.3744793033476387e-07,0.12099661517211419,0.2643469694278583
ar10d,z_finbert_neg_mean,0.017915230623050532,0.015251923576340441,1.1746210590014723,0.24014635427937692,-0.011977990281534071,0.04780845152763513
ar10d,z_finbert_neu_mean,-0.026222214974793278,0.0041261332663372835,-6.355154640477816,2.0821704788831204e-10,-0.03430928757222697,-0.018135142377359588
ar10d,z_finbert_pos_mean,0.018429953239379064,0.014968136521248369,1.2312790715942759,0.21821850655031994,-0.010907055257946392,0.04776696173670452
ar10d,is_10k,-0.6212038308368236,0.04865690721534537,-12.767022533666276,2.5055686130043233e-37,-0.7165696165780077,-0.5258380450956396
