ticker,company_title,cik,form,filing_date,accession,neg_cnt,unc_cnt,n_tokens,neg_per_1000,unc_per_1000,n_paras,company_tokens,company_neg_cnt,company_unc_cnt,company_neg_per_1000,company_unc_per_1000,external_tokens,external_neg_cnt,external_unc_cnt,external_neg_per_1000,external_unc_per_1000,company_sent_ratio_mean,finbert_neg_mean,finbert_neu_mean,finbert_pos_mean,event_date,r1d,r3d,r5d,r10d,r20d,ar1d,ar3d,ar5d,ar10d,ar20d,vol5d,vol20d
MSFT,MICROSOFT CORP,0000789019,10-Q,2023-01-24,000156459023000733,471,319,9406,50.07442058260685,33.91452264512014,81,7464,375,245,50.241157556270096,32.82422293676313,1874,95,74,50.69370330843116,39.48772678762006,0.6828099064411464,0.049030477882443385,0.5998750462622187,0.3510944737052476,2023-01-25,-0.0059254952022398145,0.024970692541923217,0.023559367721151272,0.10024081180125718,0.04088136066760353,-0.0063001657581601474,0.011370376367688506,0.007988958933219962,0.06346908489519407,0.04503792804042905,0.021007199898641006,0.022003427230909884
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,466,315,9285,50.1884760366182,33.92568659127625,77,7480,370,247,49.46524064171123,33.02139037433155,1687,94,68,55.720213396561945,40.30823947836396,0.7200909013743237,0.05061501615329996,0.6079788418704426,0.341406145000032,2022-10-26,-0.08029523301982255,-0.06081648231002648,-0.09400638556049712,-0.09094321288761559,-0.019902479860249803,-0.07273270386667041,-0.07141164809838851,-0.09296657258532008,-0.08332830351632645,-0.05808145151705516,0.042380799658121956,0.032826793909494625
MSFT,MICROSOFT CORP,0000789019,10-K,2022-07-28,000156459022026876,448,312,9160,48.90829694323144,34.06113537117904,77,7525,363,251,48.23920265780731,33.35548172757475,1603,85,60,53.025577043044294,37.42981908920773,0.7049992936356573,0.050529329057831265,0.5965209458773206,0.3529497298666022,2022-07-29,0.01554366035028688,-0.005768909004585706,0.025855667927164955,0.03766666909950918,0.010909181494843342,0.001070068255666282,-0.010657798418172163,0.006104495214122232,0.003961152722243316,-0.02165277282751099,0.01664170081805425,0.013732915563604346
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-04-26,000156459022015675,451,323,9160,49.23580786026201,35.262008733624455,77,7391,358,252,48.437288594236236,34.095521580300364,1665,92,70,55.25525525525526,42.04204204204204,0.7185556867375049,0.049721939198963054,0.615315940134324,0.33496212777863077,2022-04-27,0.04698738031674046,0.02665648113025667,0.04188998754972277,-0.0026680703918606913,-0.037691164408776234,0.04417961667810148,0.03655881848663918,0.041217355728961555,0.03907072112724011,0.01716276779380558,0.03494309325796446,0.02853531326984537
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-01-25,000156459022002324,440,320,9050,48.61878453038674,35.35911602209945,77,7277,348,250,47.82190463102927,34.35481654527965,1694,91,70,53.71900826446281,41.32231404958678,0.7071346738479797,0.04962951565379059,0.6161638204637286,0.3342066720950526,2022-01-26,0.028094770221665795,0.06628322343786663,0.06790374783597444,0.05420755499138738,-0.02684157233456271,0.030606778425411582,0.04921351453056046,0.026248997610299127,0.0170003224953649,0.002398402070982967,0.014771235360188078,0.020673549697870452
MSFT,MICROSOFT CORP,0000789019,10-Q,2021-10-26,000156459021051992,440,318,9007,48.850893749306096,35.30587320972577,78,7292,347,250,47.58639605046626,34.28414701042238,1622,93,67,57.33662145499383,41.30702836004932,0.713448125948126,0.04925423960846204,0.612658685264297,0.3380870775152475,2021-10-27,0.041251588946047274,0.06706250009851092,0.07160581438523551,0.08003516283605497,0.08699955658879992,0.045691690680400666,0.05987302379937997,0.058662435014146405,0.055297613104323615,0.0605303914658249,0.018412180939310876,0.01217817213062905
MSFT,MICROSOFT CORP,0000789019,10-K,2021-07-29,000156459021039151,435,320,8953,48.58706578800402,35.7422093153133,79,7422,354,255,47.696038803556995,34.357316087308,1484,81,65,54.5822102425876,43.80053908355795,0.7155013411342526,0.04894032036956353,0.6052515469491482,0.3458081365952009,2021-07-30,-0.005565233099271802,0.002161591275934421,0.010486109877574451,0.011487203845752362,0.044918635537310396,-0.0006969252551431628,0.0010275956962544379,0.007970235574740553,0.0014166965136042185,0.03226783802033095,0.006846803141050162,0.009409424339783813
MSFT,MICROSOFT CORP,0000789019,10-Q,2021-04-27,000156459021020891,435,320,8913,48.805116122517674,35.90261415909346,77,7342,356,252,48.48815036774721,34.323072732225555,1489,79,67,53.05574210879785,44.99664204163869,0.7350540152488204,0.04914470775318997,0.6296469548281718,0.32120834511112084,2021-04-28,-0.028693429943849318,-0.03808691372795536,-0.0556485513226023,-0.06196407025909046,-0.03760610816160581,-0.028406033264100704,-0.037560021405475104,-0.05108773927361279,-0.0540047917479798,-0.03932922066606262,0.011598379767008492,0.015283044253038159
MSFT,MICROSOFT CORP,0000789019,10-Q,2021-01-26,000156459021002316,422,309,8540,49.414519906323186,36.18266978922717,76,7033,345,246,49.0544575572302,34.97796104080762,1475,77,62,52.20338983050848,42.03389830508475,0.736062694615326,0.04934735778768204,0.6308943739062861,0.319758270671101,2021-01-27,0.0024502504642189534,-0.001593893548915707,0.030436416673605006,0.04806639599225913,0.011810545734040072,0.027194366655846014,0.03480958760794589,0.03629034319910454,0.03137434973350184,-0.008768652942327466,0.024569710481619045,0.014321959096359343
MSFT,MICROSOFT CORP,0000789019,10-Q,2020-10-27,000156459020047996,413,299,8354,49.4373952597558,35.791237730428534,70,6857,336,237,49.00102085460114,34.56322006708473,1410,76,60,53.90070921985816,42.5531914893617,0.7511698618841476,0.05086726970704539,0.6575705533181982,0.2915621814184955,2020-10-28,-0.05083679647868016,-0.051873482208017796,-0.03250375195710271,-0.010559692671264366,0.005471015863613274,-0.016060356977936008,-0.016729616973163754,-0.026007941723653578,-0.056273189512317814,-0.06584128565335451,0.0273790769596953,0.022597400349858267
MSFT,MICROSOFT CORP,0000789019,10-K,2020-07-30,000156459020034944,412,299,8323,49.50138171332452,35.9245464375826,43,6903,337,239,48.819353904099664,34.62262784296683,1368,74,59,54.09356725146199,43.12865497076023,0.7206307747791498,0.05654334547647903,0.5918163571636691,0.35164030147499814,2020-07-31,0.005429166016892188,0.04502301425805896,0.05926776508208276,0.023268007382253514,0.10788284644914065,-0.0024420005041973936,0.026368545484946576,0.027759071997773686,-0.01569029342870009,0.03535278856041431,0.026479256872173215,0.019103162651503525
