ticker,company_title,cik,form,filing_date,accession,neg_cnt,unc_cnt,n_tokens,neg_per_1000,unc_per_1000,n_paras,company_tokens,company_neg_cnt,company_unc_cnt,company_neg_per_1000,company_unc_per_1000,external_tokens,external_neg_cnt,external_unc_cnt,external_neg_per_1000,external_unc_per_1000,company_sent_ratio_mean,finbert_neg_mean,finbert_neu_mean,finbert_pos_mean,event_date,r1d,r3d,r5d,r10d,r20d,ar1d,ar3d,ar5d,ar10d,ar20d,vol5d,vol20d
GOOGL,Alphabet Inc.,0001652044,10-Q,2025-07-24,000165204425000062,1,5,87,11.494252873563218,57.47126436781609,1,84,1,4,11.904761904761905,47.61904761904762,0,0,0,0.0,0.0,1.0,0.020169084891676903,0.31196358799934387,0.6678673028945923,2025-07-25,0.005241971421160394,0.01845794745488358,-0.0014060162080846463,0.022383841625009282,,0.0010265493564938465,0.017134736909107554,0.002289157077130612,0.025810124812096935,,0.01489558477540524,
GOOGL,Alphabet Inc.,0001652044,10-Q,2025-04-25,000165204425000043,1,5,87,11.494252873563218,57.47126436781609,1,84,1,4,11.904761904761905,47.61904761904762,0,0,0,0.0,0.0,1.0,0.020169084891676903,0.31196358799934387,0.6678673028945923,2025-04-28,-0.008370360544875567,-0.01970390348551637,0.012699900646236282,-0.058546816300423896,0.03940825465556889,-0.0087516068335926,-0.026761578008563387,-0.016154729554400282,-0.08312246398658452,-0.011002886756751769,0.012689375016629102,0.024175401538597405
GOOGL,Alphabet Inc.,0001652044,10-K,2025-02-05,000165204425000014,639,437,13472,47.431710213776725,32.437648456057005,1,11460,582,391,50.78534031413613,34.11867364746946,1984,57,44,28.72983870967742,22.177419354838708,0.8026030368763557,0.5059630870819092,0.012129849754273891,0.48190703988075256,2025-02-06,0.0014101800737592336,-0.02572932568617057,-0.04118575282411594,-0.036025114019660416,-0.10447246957129111,-0.0020594410728696885,-0.026771486784264255,-0.03976147453042706,-0.04616854406866679,-0.05091371809273764,0.015225989031306253,0.015063129132757945
GOOGL,Alphabet Inc.,0001652044,10-Q,2024-10-30,000165204424000118,59,30,855,69.00584795321637,35.08771929824562,1,780,51,29,65.38461538461539,37.17948717948718,71,8,0,112.67605633802818,0.0,0.7307692307692307,0.02237440086901188,0.32405582070350647,0.653569757938385,2024-10-31,-0.01938885192992389,-0.030377618023442902,0.011682082165702993,0.025019682846304517,-0.03043670147267981,0.0004089722864776997,-0.012635162847788331,-0.007156179731766778,-0.004170275324753014,-0.06236913009441483,0.022544226341773242,0.019900958759455516
GOOGL,Alphabet Inc.,0001652044,10-Q,2024-07-24,000165204424000079,10,14,380,26.31578947368421,36.8421052631579,1,324,8,12,24.691358024691358,37.03703703703704,53,2,1,37.735849056603776,18.867924528301888,0.8333333333333334,0.013138015754520893,0.8954125642776489,0.09144938737154007,2024-07-25,-0.031481579984001175,-0.01812065500364881,-0.006334111708904551,-0.08262383186636378,-0.040066806022596074,-0.026257660939025033,-0.02462176903135462,-0.02387972792715843,-0.04002815710367641,-0.07526594921385767,0.017926625546048177,0.017599816359978572
GOOGL,Alphabet Inc.,0001652044,10-Q,2024-04-26,000165204424000053,19,33,714,26.610644257703083,46.21848739495798,1,612,17,31,27.77777777777778,50.65359477124183,99,2,1,20.2020202020202,10.1010101010101,0.8461538461538461,0.019899405539035797,0.7803160548210144,0.19978462159633636,2024-04-29,-0.03431285641446545,-0.04819137822794155,-0.027773887185706544,-0.0193782206285249,0.017525204508715822,-0.03784800541159396,-0.03250610714499477,-0.033717747648856974,-0.04382804194768482,-0.02330150797057033,0.021092138930555986,0.013294762061255596
GOOGL,Alphabet Inc.,0001652044,10-K,2024-01-31,000165204424000022,594,409,12636,47.00854700854701,32.36783792339348,1,10899,549,364,50.37159372419488,33.397559409120106,1718,45,43,26.19324796274738,25.029103608847496,0.8079470198675497,0.5414607524871826,0.01441182941198349,0.4441274106502533,2024-02-01,0.00753754229725992,0.025232021771491774,0.03809424704941837,0.040838955306457335,-0.011775165541947004,-0.005465760268888954,0.005404333629482928,0.007061609965327675,0.008863216036592528,-0.06264581667088023,0.002767410382664309,0.01595358305234523
GOOGL,Alphabet Inc.,0001652044,10-Q,2023-10-25,000165204423000094,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.02136934921145439,0.40908607840538025,0.5695445537567139,2023-10-26,-0.026868328307772783,-0.009197416323815152,0.006665037515159433,0.048407289162878585,0.09761631307759161,-0.01482129892530458,-0.004492226420451689,-0.005498698940576741,0.0023064849615100497,0.0116793370195023,0.01888147671421531,0.011778482907448679
GOOGL,Alphabet Inc.,0001652044,10-Q,2023-07-26,000165204423000070,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.02136934921145439,0.40908607840538025,0.5695445537567139,2023-07-27,0.0010050363035262835,0.026338488069738163,-0.006908646236597146,0.0030124388498428377,0.023697857338048627,0.007657065953757709,0.021345528372677378,0.004972581905842315,0.024671787898213157,0.051478035619294614,0.017715761424510573,0.013920560221581738
GOOGL,Alphabet Inc.,0001652044,10-Q,2023-04-26,000165204423000045,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.02136934921145439,0.40908607840538025,0.5695445537567139,2023-04-27,0.036729198011528116,0.03309776404545753,0.016259037171949816,0.07466579980485874,0.15336525354623917,0.0170168069120474,0.0058968402003747485,0.0072484254732062235,0.0538870122265457,0.13685881562242538,0.020106270996218048,0.018572640901760057
GOOGL,Alphabet Inc.,0001652044,10-K,2023-02-03,000165204423000016,566,389,10592,53.43655589123867,36.72583081570997,1,9117,529,354,58.023472633541736,38.82856202698256,1462,37,33,25.3077975376197,22.571819425444595,0.8053333333333333,0.01882110722362995,0.8201270699501038,0.1610518991947174,2023-02-06,-0.018105246766064547,-0.05301256849311463,-0.10252253022188944,-0.10485156478509833,-0.09661851386959243,-0.011975190495912932,-0.04888133430941292,-0.09201533081282173,-0.09243103131109515,-0.07732363324989101,0.046580952330314826,0.026578471574659986
GOOGL,Alphabet Inc.,0001652044,10-Q,2022-10-26,000165204422000090,38,29,1008,37.698412698412696,28.76984126984127,1,621,29,21,46.69887278582931,33.81642512077295,381,9,7,23.62204724409449,18.37270341207349,0.5,0.02318030782043934,0.4055372476577759,0.5712823867797852,2022-10-27,-0.028962625674801235,-0.004433962480382813,-0.08757644737852753,-0.08356020988843522,0.03651069048289693,-0.023608496978551257,-0.015342348149514757,-0.06868281331806611,-0.06269065817141414,-0.015512764970840615,0.0352969456181949,0.03091750080504621
GOOGL,Alphabet Inc.,0001652044,10-Q,2022-07-27,000165204422000071,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.021225834265351295,0.40995287895202637,0.5688212513923645,2022-07-28,0.010207890093851212,0.015795405916120858,0.04344372250604956,0.057069924759483984,0.005556857226372659,-0.002256486071567006,-0.008176682609411422,0.010552399318995015,0.010900115828397908,-0.02545055454666976,0.014695321178015962,0.014967828240509901
GOOGL,Alphabet Inc.,0001652044,10-Q,2022-04-27,000165204422000029,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.021225834265351295,0.40995287895202637,0.5688212513923645,2022-04-28,0.03632438509658331,0.019824945345567304,0.06737964466936194,-0.006072930722340199,-0.07718066435169917,0.011378644624046402,0.02653358456172478,0.03951639149907641,0.05448705326415585,-0.028315015918085155,0.031797491827634215,0.027703233384845555
