ticker,company_title,cik,form,filing_date,accession,neg_cnt,unc_cnt,n_tokens,neg_per_1000,unc_per_1000,n_paras,company_tokens,company_neg_cnt,company_unc_cnt,company_neg_per_1000,company_unc_per_1000,external_tokens,external_neg_cnt,external_unc_cnt,external_neg_per_1000,external_unc_per_1000,company_sent_ratio_mean,finbert_neg_mean,finbert_neu_mean,finbert_pos_mean
GOOGL,Alphabet Inc.,0001652044,10-Q,2025-07-24,000165204425000062,1,5,87,11.494252873563218,57.47126436781609,1,84,1,4,11.904761904761905,47.61904761904762,0,0,0,0.0,0.0,1.0,0.020169084891676903,0.31196358799934387,0.6678673028945923
GOOGL,Alphabet Inc.,0001652044,10-Q,2025-04-25,000165204425000043,1,5,87,11.494252873563218,57.47126436781609,1,84,1,4,11.904761904761905,47.61904761904762,0,0,0,0.0,0.0,1.0,0.020169084891676903,0.31196358799934387,0.6678673028945923
GOOGL,Alphabet Inc.,0001652044,10-K,2025-02-05,000165204425000014,639,437,13472,47.431710213776725,32.437648456057005,1,11460,582,391,50.78534031413613,34.11867364746946,1984,57,44,28.72983870967742,22.177419354838708,0.8026030368763557,0.5059630870819092,0.012129849754273891,0.48190703988075256
GOOGL,Alphabet Inc.,0001652044,10-Q,2024-10-30,000165204424000118,59,30,855,69.00584795321637,35.08771929824562,1,780,51,29,65.38461538461539,37.17948717948718,71,8,0,112.67605633802818,0.0,0.7307692307692307,0.02237440086901188,0.32405582070350647,0.653569757938385
GOOGL,Alphabet Inc.,0001652044,10-Q,2024-07-24,000165204424000079,10,14,380,26.31578947368421,36.8421052631579,1,324,8,12,24.691358024691358,37.03703703703704,53,2,1,37.735849056603776,18.867924528301888,0.8333333333333334,0.013138015754520893,0.8954125642776489,0.09144938737154007
GOOGL,Alphabet Inc.,0001652044,10-Q,2024-04-26,000165204424000053,19,33,714,26.610644257703083,46.21848739495798,1,612,17,31,27.77777777777778,50.65359477124183,99,2,1,20.2020202020202,10.1010101010101,0.8461538461538461,0.019899405539035797,0.7803160548210144,0.19978462159633636
GOOGL,Alphabet Inc.,0001652044,10-K,2024-01-31,000165204424000022,594,409,12636,47.00854700854701,32.36783792339348,1,10899,549,364,50.37159372419488,33.397559409120106,1718,45,43,26.19324796274738,25.029103608847496,0.8079470198675497,0.5414607524871826,0.01441182941198349,0.4441274106502533
GOOGL,Alphabet Inc.,0001652044,10-Q,2023-10-25,000165204423000094,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.02136934921145439,0.40908607840538025,0.5695445537567139
GOOGL,Alphabet Inc.,0001652044,10-Q,2023-07-26,000165204423000070,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.02136934921145439,0.40908607840538025,0.5695445537567139
GOOGL,Alphabet Inc.,0001652044,10-Q,2023-04-26,000165204423000045,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.02136934921145439,0.40908607840538025,0.5695445537567139
GOOGL,Alphabet Inc.,0001652044,10-K,2023-02-03,000165204423000016,566,389,10592,53.43655589123867,36.72583081570997,1,9117,529,354,58.023472633541736,38.82856202698256,1462,37,33,25.3077975376197,22.571819425444595,0.8053333333333333,0.01882110722362995,0.8201270699501038,0.1610518991947174
GOOGL,Alphabet Inc.,0001652044,10-Q,2022-10-26,000165204422000090,38,29,1008,37.698412698412696,28.76984126984127,1,621,29,21,46.69887278582931,33.81642512077295,381,9,7,23.62204724409449,18.37270341207349,0.5,0.02318030782043934,0.4055372476577759,0.5712823867797852
GOOGL,Alphabet Inc.,0001652044,10-Q,2022-07-27,000165204422000071,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.021225834265351295,0.40995287895202637,0.5688212513923645
GOOGL,Alphabet Inc.,0001652044,10-Q,2022-04-27,000165204422000029,1,5,54,18.51851851851852,92.5925925925926,1,51,1,4,19.607843137254903,78.43137254901961,0,0,0,0.0,0.0,1.0,0.021225834265351295,0.40995287895202637,0.5688212513923645
