ticker,company_title,cik,form,filing_date,accession,neg_cnt,unc_cnt,n_tokens,neg_per_1000,unc_per_1000,n_paras,company_tokens,company_neg_cnt,company_unc_cnt,company_neg_per_1000,company_unc_per_1000,external_tokens,external_neg_cnt,external_unc_cnt,external_neg_per_1000,external_unc_per_1000,company_sent_ratio_mean,finbert_neg_mean,finbert_neu_mean,finbert_pos_mean,event_date,r1d,r3d,r5d,r10d,r20d,ar1d,ar3d,ar5d,ar10d,ar20d,vol5d,vol20d
NVDA,NVIDIA CORP,0001045810,10-Q,2025-05-28,000104581025000116,187,192,8374,22.331024599952233,22.928110819202292,1,6032,161,158,26.690981432360743,26.193633952254643,2311,26,33,11.25054089138901,14.279532669839897,0.6042296072507553,0.8273649215698242,0.12236523628234863,0.05026993528008461,2025-05-29,0.03197355303177688,0.018884447877223896,0.0513970720434418,0.05785814936629381,0.13975719308601103,0.02803391612277694,0.010446847484388492,0.037541499389039716,0.034932019165843424,0.09655308692049724,0.024634520105582966,0.018134595080688754
NVDA,NVIDIA CORP,0001045810,10-K,2025-02-26,000104581025000023,773,571,18388,42.03828583859038,31.052860561235587,1,15053,683,515,45.37301534577825,34.21244934564539,3292,90,54,27.339003645200485,16.403402187120292,0.7086183310533516,0.10949981957674026,0.014339928515255451,0.8761602640151978,2025-02-27,-0.08859154839878139,-0.14060790862286704,-0.11259776093164822,-0.1258942328019224,-0.14314952659332936,-0.07250085435729989,-0.12232707485705263,-0.09309990892673614,-0.06402323684046074,-0.10152491895378626,0.062265426266294666,0.044033137370226655
NVDA,NVIDIA CORP,0001045810,10-Q,2024-11-20,000104581024000316,186,200,8753,21.24985719181995,22.849308808408544,1,6269,161,169,25.681926942096027,26.958047535492103,2452,25,30,10.195758564437194,12.234910277324634,0.6005747126436781,0.037415891885757446,0.5408062934875488,0.4217778146266937,2024-11-21,0.005332324307740967,-0.07005094075745696,-0.07506283189732951,-0.005636513482892477,-0.11003254058134689,-2.157708403598222e-05,-0.08188594828057795,-0.08907102623421861,-0.032635336144844124,-0.10255323988622185,0.022196291862553993,0.0210663844398463
NVDA,NVIDIA CORP,0001045810,10-Q,2024-08-28,000104581024000264,200,209,9627,20.774903916069388,21.70977459229251,1,7088,174,178,24.548532731376977,25.112866817155755,2509,26,30,10.362694300518134,11.95695496213631,0.6256410256410256,0.04523645341396332,0.3393080234527588,0.6154555678367615,2024-08-29,-0.06597790349817156,-0.15105070849306107,-0.1583923952587014,-0.05279708021234154,-0.012492252035693804,-0.06606766490389325,-0.1398473086175999,-0.14270515204363232,-0.054211296560751764,-0.04032182929370981,0.04986902181718982,0.039255124956841914
NVDA,NVIDIA CORP,0001045810,10-Q,2024-05-29,000104581024000124,198,200,8963,22.090817806537988,22.313957380341403,1,6729,174,172,25.858225590726704,25.56100460692525,2204,24,27,10.88929219600726,12.250453720508167,0.6151832460732984,0.05359921604394913,0.21823163330554962,0.7281692028045654,2024-05-30,-0.0383937228488442,0.001522933207157351,0.06421200398007423,0.08658541219904803,0.07687374974507305,-0.03173791629876032,-0.0017032183609088578,0.04805364650934746,0.0579921153267297,0.03584780739543898,0.037673255051214584,0.034193465897643334
NVDA,NVIDIA CORP,0001045810,10-K,2024-02-21,000104581024000029,766,576,17992,42.57447754557581,32.014228546020455,1,15034,678,521,45.097778369030195,34.65478249301583,2919,88,53,30.147310722850293,18.15690304898938,0.7315068493150685,0.07804100960493088,0.015390006825327873,0.9065690040588379,2024-02-22,0.15186981827116627,0.15889910210707914,0.1406662847441776,0.27359400138598805,0.2922685821050848,0.13138555219756354,0.1413947055422269,0.12262845013212631,0.24868609801202463,0.2434275444715556,0.06952082798086663,0.04295400820249328
NVDA,NVIDIA CORP,0001045810,10-Q,2023-11-21,000104581023000227,285,247,7430,38.35800807537012,33.24360699865411,1,6420,265,220,41.27725856697819,34.26791277258567,1002,19,26,18.962075848303392,25.94810379241517,0.7834645669291339,0.01723538525402546,0.8218473196029663,0.160917267203331,2023-11-22,-0.02489490966984354,-0.0346723328859974,-0.03678895537374928,-0.09303627057139215,-0.03730372009557249,-0.02874842732831113,-0.03733843636219849,-0.039740988205231975,-0.09631836325093264,-0.07388582821479976,0.015361892581714474,0.019707438276766607
NVDA,NVIDIA CORP,0001045810,10-Q,2023-08-28,000104581023000175,299,240,7287,41.031974749554,32.935364347468095,1,6238,269,214,43.122795767874315,34.30586726514909,1042,30,24,28.790786948176585,23.032629558541267,0.7686567164179104,0.039431266486644745,0.4237733483314514,0.5367953181266785,2023-08-29,0.04077156767302238,0.052408242297298124,0.03592225029272443,-0.042779177806635045,-0.11100011215547989,0.026420257087158623,0.03541097123190488,0.021392738946109963,-0.050047877636322714,-0.07565111309145292,0.021231410337494434,0.019177344764304556
NVDA,NVIDIA CORP,0001045810,10-Q,2023-05-26,000104581023000093,383,282,8050,47.577639751552795,35.03105590062112,1,7087,341,259,48.11626922534217,36.54578806264992,953,41,22,43.02203567681007,23.08499475341028,0.8013937282229965,0.046106208115816116,0.6282395720481873,0.32565420866012573,2023-05-30,0.029474602455125194,0.020936743690037087,0.005760701055828199,0.01377213239269066,0.07264034550539675,0.029093669617196328,0.01666043165628468,-0.010955059886278817,-0.018509190086535888,0.031202864455593338,0.04156137417764795,0.0293274603267711
NVDA,NVIDIA CORP,0001045810,10-K,2023-02-24,000104581023000017,657,489,15294,42.95802275402119,31.973322871714398,1,12913,594,452,46.00015488267637,35.003484860218386,2339,63,35,26.934587430525866,14.963659683625481,0.7258320126782885,0.02269025519490242,0.5580205321311951,0.419289231300354,2023-02-27,0.009190586590551126,-0.02557537757500112,0.025607664245574868,-0.01371118930077227,0.1399354414756585,0.005790486943889312,-0.021429288913810123,0.006096115740302669,0.0130580266781159,0.13771684714590934,0.021931820117051033,0.023520988316012757
